,PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
413,139,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534,9.2167,,S,0
414,670,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52.0,C126,S,1
415,100,2,"Kantor, Mr. Sinai",male,34.0,1,0,244367,26.0,,S,0
416,615,3,"Brocklebank, Mr. William Alfred",male,35.0,0,0,364512,8.05,,S,0
417,874,3,"Vander Cruyssen, Mr. Victor",male,47.0,0,0,345765,9.0,,S,0
418,323,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,,Q,1
419,439,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,C23 C25 C27,S,0
420,93,1,"Chaffee, Mr. Herbert Fuller",male,46.0,1,0,W.E.P. 5734,61.175,E31,S,0
421,61,3,"Sirayanian, Mr. Orsen",male,22.0,0,0,2669,7.2292,,C,0
422,626,1,"Sutton, Mr. Frederick",male,61.0,0,0,36963,32.3208,D50,S,0
423,531,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,,S,1
424,436,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,S,1
425,74,3,"Chronopoulos, Mr. Apostolos",male,26.0,1,0,2680,14.4542,,C,0
426,32,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,,1,0,PC 17569,146.5208,B78,C,1
427,214,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,,S,0
428,490,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,,S,1
429,725,1,"Chambers, Mr. Norman Campbell",male,27.0,1,0,113806,53.1,E8,S,1
430,404,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,,S,0
431,485,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,C,1
432,41,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,40.0,1,0,7546,9.475,,S,0
433,846,3,"Abbing, Mr. Anthony",male,42.0,0,0,C.A. 5547,7.55,,S,0
434,8,3,"Palsson, Master. Gosta Leonard",male,2.0,3,1,349909,21.075,,S,0
435,812,3,"Lester, Mr. James",male,39.0,0,0,A/4 48871,24.15,,S,0
436,602,3,"Slabenoff, Mr. Petco",male,,0,0,349214,7.8958,,S,0
437,62,1,"Icard, Miss. Amelie",female,38.0,0,0,113572,80.0,B28,,1
438,791,3,"Keane, Mr. Andrew ""Andy""",male,,0,0,12460,7.75,,Q,0
439,403,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,,S,0
440,291,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,,S,1
441,368,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,1
442,206,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,0
443,613,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,15.5,,Q,1
444,492,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,,S,0
445,449,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,,C,1
446,472,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,,S,0
447,146,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,,S,0
448,57,2,"Rugg, Miss. Emily",female,21.0,0,0,C.A. 31026,10.5,,S,1
449,333,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,S,0
450,184,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S,1
451,748,2,"Sinkkonen, Miss. Anna",female,30.0,0,0,250648,13.0,,S,1
452,713,1,"Taylor, Mr. Elmer Zebley",male,48.0,1,0,19996,52.0,C126,S,1
453,457,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,0
454,60,3,"Goodwin, Master. William Frederick",male,11.0,5,2,CA 2144,46.9,,S,0
455,878,3,"Petroff, Mr. Nedelio",male,19.0,0,0,349212,7.8958,,S,0
456,24,1,"Sloper, Mr. William Thompson",male,28.0,0,0,113788,35.5,A6,S,1
457,202,3,"Sage, Mr. Frederick",male,,8,2,CA. 2343,69.55,,S,0
458,889,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,,1,2,W./C. 6607,23.45,,S,0
459,391,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,S,1
460,398,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,S,0
461,543,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,,S,0
462,828,2,"Mallet, Master. Andre",male,1.0,0,2,S.C./PARIS 2079,37.0042,,C,1
463,28,1,"Fortune, Mr. Charles Alexander",male,19.0,3,2,19950,263.0,C23 C25 C27,S,0
464,786,3,"Harmer, Mr. Abraham (David Lishin)",male,25.0,0,0,374887,7.25,,S,0
465,37,3,"Mamee, Mr. Hanna",male,,0,0,2677,7.2292,,C,1
466,529,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,,S,0
467,165,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,,S,0
468,425,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,,S,0
469,52,3,"Nosworthy, Mr. Richard Cater",male,21.0,0,0,A/4. 39886,7.8,,S,0
470,752,3,"Moor, Master. Meier",male,6.0,0,1,392096,12.475,E121,S,1
471,19,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31.0,1,0,345763,18.0,,S,0
472,411,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,0
473,2,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",female,38.0,1,0,PC 17599,71.2833,C85,C,1
474,804,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,,C,1
475,422,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,,Q,0
476,762,3,"Nirva, Mr. Iisakki Antino Aijo",male,41.0,0,0,SOTON/O2 3101272,7.125,,S,0
477,86,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)",female,33.0,3,0,3101278,15.85,,S,1
478,801,2,"Ponesell, Mr. Martin",male,34.0,0,0,250647,13.0,,S,0
479,212,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,,S,1
480,133,3,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,47.0,1,0,A/5. 3337,14.5,,S,0
481,522,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,,S,0
482,482,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0.0,,S,0
483,866,2,"Bystrom, Mrs. (Karolina)",female,42.0,0,0,236852,13.0,,S,1
484,741,1,"Hawksford, Mr. Walter James",male,,0,0,16988,30.0,D45,S,1
485,841,3,"Alhomaki, Mr. Ilmari Rudolf",male,20.0,0,0,SOTON/O2 3101287,7.925,,S,0
486,699,1,"Thayer, Mr. John Borland",male,49.0,1,1,17421,110.8833,C68,C,0
487,452,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,0
488,71,2,"Jenkin, Mr. Stephen Curnow",male,32.0,0,0,C.A. 33111,10.5,,S,0
489,98,1,"Greenfield, Mr. William Bertram",male,23.0,0,1,PC 17759,63.3583,D10 D12,C,1
490,566,3,"Davies, Mr. Alfred J",male,24.0,2,0,A/4 48871,24.15,,S,0
491,592,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52.0,1,0,36947,78.2667,D20,C,1
492,153,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,,S,0
493,5,3,"Allen, Mr. William Henry",male,35.0,0,0,373450,8.05,,S,0
494,756,2,"Hamalainen, Master. Viljo",male,0.67,1,1,250649,14.5,,S,1
495,307,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,1
496,877,3,"Gustafsson, Mr. Alfred Ossian",male,20.0,0,0,7534,9.8458,,S,0
497,603,1,"Harrington, Mr. Charles H",male,,0,0,113796,42.4,,S,0
498,144,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,,Q,0
499,156,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,,C,0
500,90,3,"Celotti, Mr. Francesco",male,24.0,0,0,343275,8.05,,S,0
501,295,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,S,0
502,216,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,C,1
503,831,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15.0,1,0,2659,14.4542,,C,1
504,373,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,,S,0
505,338,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,C,1
506,277,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,,S,0
507,669,3,"Cook, Mr. Jacob",male,43.0,0,0,A/5 3536,8.05,,S,0
508,306,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,1
509,177,3,"Lefebre, Master. Henry Forbes",male,,3,1,4133,25.4667,,S,0
510,267,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,S,0
511,551,1,"Thayer, Mr. John Borland Jr",male,17.0,0,2,17421,110.8833,C70,C,1
512,350,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,,S,0
513,1,3,"Braund, Mr. Owen Harris",male,22.0,1,0,A/5 21171,7.25,,S,0
514,366,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,,S,0
515,832,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,,S,1
516,779,3,"Kilgannon, Mr. Thomas J",male,,0,0,36865,7.7375,,Q,0
517,595,2,"Chapman, Mr. John Henry",male,37.0,1,0,SC/AH 29037,26.0,,S,0
518,583,2,"Downton, Mr. William James",male,54.0,0,0,28403,26.0,,S,0
519,124,2,"Webber, Miss. Susan",female,32.5,0,0,27267,13.0,E101,S,1
520,711,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24.0,0,0,PC 17482,49.5042,C90,C,1
521,108,3,"Moss, Mr. Albert Johan",male,,0,0,312991,7.775,,S,1
522,793,3,"Sage, Miss. Stella Anna",female,,8,2,CA. 2343,69.55,,S,0
523,217,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,,S,1
524,81,3,"Waelens, Mr. Achille",male,22.0,0,0,345767,9.0,,S,0
525,675,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,0.0,,S,0
526,504,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,,S,0
527,659,2,"Eitemiller, Mr. George Floyd",male,23.0,0,0,29751,13.0,,S,0
528,261,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,0
529,855,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44.0,1,0,244252,26.0,,S,0
530,732,3,"Hassan, Mr. Houssein G N",male,11.0,0,0,2699,18.7875,,C,0
531,599,3,"Boulos, Mr. Hanna",male,,0,0,2664,7.225,,C,0
532,458,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,51.8625,D21,S,1
533,607,3,"Karaic, Mr. Milan",male,30.0,0,0,349246,7.8958,,S,0
534,616,2,"Herman, Miss. Alice",female,24.0,1,2,220845,65.0,,S,1
535,724,2,"Hodges, Mr. Henry Price",male,50.0,0,0,250643,13.0,,S,0
536,655,3,"Hegarty, Miss. Hanora ""Nora""",female,18.0,0,0,365226,6.75,,Q,0
537,567,3,"Stoytcheff, Mr. Ilia",male,19.0,0,0,349205,7.8958,,S,0
538,539,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,14.5,,S,0
539,637,3,"Leinonen, Mr. Antti Gustaf",male,32.0,0,0,STON/O 2. 3101292,7.925,,S,0
540,532,3,"Toufik, Mr. Nakli",male,,0,0,2641,7.2292,,C,0
541,341,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,S,1
542,642,1,"Sagesser, Mlle. Emma",female,24.0,0,0,PC 17477,69.3,B35,C,1
543,34,2,"Wheadon, Mr. Edward H",male,66.0,0,0,C.A. 24579,10.5,,S,0
544,580,3,"Jussila, Mr. Eiriik",male,32.0,0,0,STON/O 2. 3101286,7.925,,S,1
545,45,3,"Devaney, Miss. Margaret Delia",female,19.0,0,0,330958,7.8792,,Q,1
546,787,3,"Sjoblom, Miss. Anna Sofia",female,18.0,0,0,3101265,7.4958,,S,1
547,335,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,1
548,857,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45.0,1,1,36928,164.8667,,S,1
549,549,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,,S,0
550,30,3,"Todoroff, Mr. Lalio",male,,0,0,349216,7.8958,,S,0
551,44,2,"Laroche, Miss. Simonne Marie Anne Andree",female,3.0,1,2,SC/Paris 2123,41.5792,,C,1
552,579,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,14.4583,,C,0
553,315,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,S,0
554,883,3,"Dahlberg, Miss. Gerda Ulrika",female,22.0,0,0,7552,10.5167,,S,0
555,469,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q,0
556,533,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,,C,0
557,430,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,S,1
558,114,3,"Jussila, Miss. Katriina",female,20.0,1,0,4136,9.825,,S,0
559,749,1,"Marvin, Mr. Daniel Warner",male,19.0,1,0,113773,53.1,D30,S,0
560,260,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,,S,1
561,294,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,S,0
562,810,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33.0,1,0,113806,53.1,E8,S,1
563,541,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,B22,S,1
564,243,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S,0
565,237,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,,S,0
566,630,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,7.7333,,Q,0
567,818,2,"Mallet, Mr. Albert",male,31.0,1,1,S.C./PARIS 2079,37.0042,,C,0
568,79,2,"Caldwell, Master. Alden Gates",male,0.83,0,2,248738,29.0,,S,1
569,692,3,"Karun, Miss. Manca",female,4.0,0,1,349256,13.4167,,C,1
570,365,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,0
571,14,3,"Andersson, Mr. Anders Johan",male,39.0,1,5,347082,31.275,,S,0
572,798,3,"Osman, Mrs. Mara",female,31.0,0,0,349244,8.6833,,S,1
573,241,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C,0
574,12,1,"Bonnell, Miss. Elizabeth",female,58.0,0,0,113783,26.55,C103,S,1
575,115,3,"Attalah, Miss. Malake",female,17.0,0,0,2627,14.4583,,C,0
576,509,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,,S,0
577,838,3,"Sirota, Mr. Maurice",male,,0,0,392092,8.05,,S,0
578,770,3,"Gronnestad, Mr. Daniel Danielsen",male,32.0,0,0,8471,8.3625,,S,0
579,687,3,"Panula, Mr. Jaako Arnold",male,14.0,4,1,3101295,39.6875,,S,0
580,829,3,"McCormack, Mr. Thomas Joseph",male,,0,0,367228,7.75,,Q,1
581,51,3,"Panula, Master. Juha Niilo",male,7.0,4,1,3101295,39.6875,,S,0
582,559,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39.0,1,1,110413,79.65,E67,S,1
583,645,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,19.2583,,C,1
584,130,3,"Ekstrom, Mr. Johan",male,45.0,0,0,347061,6.975,,S,0
585,586,1,"Taussig, Miss. Ruth",female,18.0,0,2,110413,79.65,E68,S,1
586,667,2,"Butler, Mr. Reginald Fenton",male,25.0,0,0,234686,13.0,,S,0
587,487,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,S,1
588,625,3,"Bowen, Mr. David John ""Dai""",male,21.0,0,0,54636,16.1,,S,0
589,11,3,"Sandstrom, Miss. Marguerite Rut",female,4.0,1,1,PP 9549,16.7,G6,S,1
590,70,3,"Kink, Mr. Vincenz",male,26.0,2,0,315151,8.6625,,S,0
591,486,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S,0
592,708,1,"Calderhead, Mr. Edward Pennington",male,42.0,0,0,PC 17476,26.2875,E24,S,1
593,210,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,1
594,410,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,0
595,773,2,"Mack, Mrs. (Mary)",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,0
596,781,3,"Ayoub, Miss. Banoura",female,13.0,0,0,2687,7.2292,,C,1
597,337,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,S,0
598,345,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,S,0
599,840,1,"Marechal, Mr. Pierre",male,,0,0,11774,29.7,C47,C,1
600,758,2,"Bailey, Mr. Percy Andrew",male,18.0,0,0,29108,11.5,,S,0
601,869,3,"van Melkebeke, Mr. Philemon",male,,0,0,345777,9.5,,S,0
602,718,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27.0,0,0,34218,10.5,E101,S,1
603,296,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,0
604,815,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,,S,0
605,679,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43.0,1,6,CA 2144,46.9,,S,0
606,521,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,B73,S,1
607,682,1,"Hassab, Mr. Hammad",male,27.0,0,0,PC 17572,76.7292,D49,C,1
608,700,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42.0,0,0,348121,7.65,F G63,S,0
609,697,3,"Kelly, Mr. James",male,44.0,0,0,363592,8.05,,S,0
610,842,2,"Mudd, Mr. Thomas Charles",male,16.0,0,0,S.O./P.P. 3,10.5,,S,0
611,329,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,S,1
612,77,3,"Staneff, Mr. Ivan",male,,0,0,349208,7.8958,,S,0
613,691,1,"Dick, Mr. Albert Adrian",male,31.0,1,0,17474,57.0,B20,S,1
614,888,1,"Graham, Miss. Margaret Edith",female,19.0,0,0,112053,30.0,B42,S,1
615,743,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,1
616,759,3,"Theobald, Mr. Thomas Leonard",male,34.0,0,0,363294,8.05,,S,0
617,690,1,"Madill, Miss. Georgette Alexandra",female,15.0,0,1,24160,211.3375,B5,S,1
618,651,3,"Mitkoff, Mr. Mito",male,,0,0,349221,7.8958,,S,0
619,242,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,1
620,266,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S,0
621,16,2,"Hewlett, Mrs. (Mary D Kingcome) ",female,55.0,0,0,248706,16.0,,S,1
622,465,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,0
